position,positionText,points,wins,constructorId,season,round
15,15,0,0,osella,1990,8
16,16,0,0,eurobrun,1990,8
17,17,0,0,ags,1990,8
18,18,0,0,coloni,1990,8
19,19,0,0,life,1990,8
1,1,64,4,ferrari,2004,4
2,2,31,0,renault,2004,4
3,3,27,0,bar,2004,4
4,4,27,0,williams,2004,4
5,5,5,0,mclaren,2004,4
6,6,1,0,sauber,2004,4
7,7,1,0,jaguar,2004,4
8,8,0,0,toyota,2004,4
9,9,0,0,jordan,2004,4
10,10,0,0,minardi,2004,4
1,1,45,4,team_lotus,1978,7
2,2,25,1,tyrrell,1978,7
3,3,22,2,ferrari,1978,7
4,4,22,0,brabham,1978,7
5,5,10,0,ligier,1978,7
6,6,7,0,wolf,1978,7
7,7,6,0,fittipaldi,1978,7
8,8,4,0,mclaren,1978,7
9,9,3,0,williams,1978,7
10,10,2,0,shadow,1978,7
11,11,2,0,arrows,1978,7
12,12,0,0,ats,1978,7
13,13,0,0,surtees,1978,7
14,14,0,0,martini,1978,7
15,15,0,0,renault,1978,7
16,16,0,0,ensign,1978,7
17,17,0,0,merzario,1978,7
18,18,0,0,theodore,1978,7
19,19,0,0,hesketh,1978,7
1,1,28,2,ferrari,1971,4
2,2,24,2,tyrrell,1971,4
3,3,9,0,brm,1971,4
4,4,9,0,march-ford,1971,4
5,5,6,0,matra,1971,4
6,6,6,0,mclaren,1971,4
7,7,5,0,lotus-ford,1971,4
8,8,3,0,surtees,1971,4
9,9,0,0,brabham,1971,4
10,10,0,0,march-alfa_romeo,1971,4
11,11,0,0,lotus-pw,1971,4
1,1,51,5,ferrari,1976,6
2,2,22,0,tyrrell,1976,6
3,3,21,1,mclaren,1976,6
4,4,7,0,ligier,1976,6
5,5,6,0,march,1976,6
6,6,4,0,shadow,1976,6
7,7,4,0,team_lotus,1976,6
8,8,3,0,brabham-alfa_romeo,1976,6
9,9,2,0,penske,1976,6
10,10,2,0,ensign,1976,6
11,11,2,0,surtees,1976,6
12,12,2,0,fittipaldi,1976,6
13,13,1,0,parnelli,1976,6
14,14,0,0,wolf,1976,6
15,15,0,0,boro,1976,6
16,16,0,0,williams,1976,6
17,17,0,0,brabham-ford,1976,6
18,18,0,0,hesketh,1976,6
19,19,0,0,brm,1976,6
1,1,67,4,williams,1980,9
2,2,48,2,ligier,1980,9
3,3,34,1,brabham,1980,9
4,4,23,2,renault,1980,9
5,5,11,0,arrows,1980,9
6,6,10,0,tyrrell,1980,9
7,7,9,0,fittipaldi,1980,9
8,8,7,0,mclaren,1980,9
9,9,6,0,team_lotus,1980,9
10,10,6,0,ferrari,1980,9
11,11,4,0,alfa,1980,9
12,12,0,0,ats,1980,9
13,13,0,0,ensign,1980,9
14,14,0,0,shadow,1980,9
15,15,0,0,osella,1980,9
1,1,13,1,brm,1965,2
2,2,12,0,ferrari,1965,2
3,3,9,1,lotus-climax,1965,2
4,4,4,0,cooper-climax,1965,2
5,5,1,0,brabham-brm,1965,2
6,6,0,0,brabham-climax,1965,2
7,7,0,0,brabham-ford,1965,2
8,8,0,0,alfa,1965,2
9,9,0,0,lotus-brm,1965,2
10,10,0,0,lds-alfa_romeo,1965,2
11,11,0,0,honda,1965,2
12,12,0,0,cooper-ford,1965,2
13,13,0,0,lds-climax,1965,2
14,14,0,0,lotus-ford,1965,2
15,15,0,0,re,1965,2
16,16,0,0,cooper-maserati,1965,2
1,1,64,3,ferrari,2003,6
2,2,63,2,mclaren,2003,6
3,3,35,0,renault,2003,6
4,4,35,0,williams,2003,6
5,5,11,1,jordan,2003,6
6,6,11,0,bar,2003,6
7,7,8,0,sauber,2003,6
8,8,4,0,jaguar,2003,6
9,9,3,0,toyota,2003,6
10,10,0,0,minardi,2003,6
1,1,18,1,cooper-climax,1959,4
2,2,16,1,ferrari,1959,4
3,3,8,1,brm,1959,4
4,4,3,0,team_lotus,1959,4
5,5,0,0,cooper-maserati,1959,4
6,6,0,0,maserati,1959,4
7,7,0,0,porsche,1959,4
8,8,0,0,aston_martin,1959,4
1,1,118,7,mclaren,1998,11
2,2,92,4,ferrari,1998,11
3,3,32,0,benetton,1998,11
4,4,24,0,williams,1998,11
5,5,7,0,jordan,1998,11
6,6,5,0,stewart,1998,11
7,7,4,0,arrows,1998,11
8,8,4,0,sauber,1998,11
9,9,0,0,minardi,1998,11
10,10,0,0,tyrrell,1998,11
11,11,0,0,prost,1998,11
1,1,70,1,ferrari,2010,2
2,2,54,1,mclaren,2010,2
3,3,29,0,mercedes,2010,2
4,4,18,0,renault,2010,2
5,5,18,0,red_bull,2010,2
6,6,8,0,force_india,2010,2
7,7,5,0,williams,2010,2
8,8,0,0,toro_rosso,2010,2
9,9,0,0,sauber,2010,2
10,10,0,0,lotus_racing,2010,2
11,11,0,0,hrt,2010,2
12,12,0,0,virgin,2010,2
1,1,44,1,mercedes,2019,1
2,2,22,0,ferrari,2019,1
3,3,15,0,red_bull,2019,1
4,4,8,0,haas,2019,1
5,5,6,0,renault,2019,1
6,6,4,0,alfa,2019,1
7,7,2,0,racing_point,2019,1
8,8,1,0,toro_rosso,2019,1
9,9,0,0,mclaren,2019,1
10,10,0,0,williams,2019,1
1,1,147,11,mclaren,1988,11
2,2,44,0,ferrari,1988,11
3,3,22,0,benetton,1988,11
4,4,19,0,team_lotus,1988,11
5,5,13,0,march,1988,11
6,6,13,0,arrows,1988,11
7,7,8,0,williams,1988,11
8,8,5,0,tyrrell,1988,11
9,9,3,0,rial,1988,11
10,10,1,0,minardi,1988,11
11,11,0,0,larrousse,1988,11
12,12,0,0,dallara,1988,11
13,13,0,0,coloni,1988,11
14,14,0,0,ligier,1988,11
15,15,0,0,osella,1988,11
16,16,0,0,ags,1988,11
17,17,0,0,eurobrun,1988,11
18,18,0,0,zakspeed,1988,11
1,1,9,1,tyrrell,1972,1
2,2,6,0,mclaren,1972,1
3,3,4,0,ferrari,1972,1
4,4,2,0,surtees,1972,1
5,5,1,0,march,1972,1
6,6,0,0,brabham,1972,1
7,7,0,0,brm,1972,1
8,8,0,0,team_lotus,1972,1
9,9,0,0,matra,1972,1
1,1,42,4,ferrari,1961,5
2,2,17,1,lotus-climax,1961,5
3,3,11,0,porsche,1961,5
4,4,9,0,cooper-climax,1961,5
5,5,1,0,brm,1961,5
6,6,0,0,cooper-maserati,1961,5
7,7,0,0,gilby,1961,5
8,8,0,0,emeryson,1961,5
9,9,0,0,de_tomaso-osca,1961,5
10,10,0,0,jbw,1961,5
1,1,29,3,lotus-ford,1968,6
2,2,19,1,mclaren-ford,1968,6
3,3,19,1,ferrari,1968,6
4,4,19,1,matra-ford,1968,6
5,5,17,0,brm,1968,6
6,6,12,0,cooper-brm,1968,6
7,7,6,0,matra,1968,6
8,8,6,0,honda,1968,6
9,9,6,0,brabham-repco,1968,6
10,10,2,0,mclaren-brm,1968,6
11,11,0,0,cooper-maserati,1968,6
12,12,0,0,brabham-climax,1968,6
13,13,0,0,eagle-weslake,1968,6
14,14,0,0,lds,1968,6
15,15,0,0,cooper-climax,1968,6
1,1,13,1,ferrari,2007,1
2,2,5,0,bmw_sauber,2007,1
3,3,4,0,renault,2007,1
4,4,2,0,williams,2007,1
5,5,1,0,toyota,2007,1
6,6,0,0,honda,2007,1
7,7,0,0,super_aguri,2007,1
8,8,0,0,red_bull,2007,1
9,9,0,0,toro_rosso,2007,1
10,10,0,0,spyker,2007,1
11,E,14,0,mclaren,2007,1
1,1,197,5,mercedes,2014,5
2,2,84,0,red_bull,2014,5
3,3,66,0,ferrari,2014,5
4,4,57,0,force_india,2014,5
5,5,46,0,williams,2014,5
6,6,43,0,mclaren,2014,5
7,7,8,0,toro_rosso,2014,5
8,8,4,0,lotus_f1,2014,5
9,9,0,0,sauber,2014,5
10,10,0,0,marussia,2014,5
11,11,0,0,caterham,2014,5
1,1,471,10,mercedes,2019,13
2,2,326,1,ferrari,2019,13
3,3,254,2,red_bull,2019,13
4,4,82,0,mclaren,2019,13
5,5,51,0,toro_rosso,2019,13
6,6,43,0,renault,2019,13
7,7,40,0,racing_point,2019,13
8,8,32,0,alfa,2019,13
9,9,26,0,haas,2019,13
10,10,1,0,williams,2019,13
1,1,34,3,lotus-climax,1964,6
2,2,33,1,brm,1964,6
3,3,19,1,ferrari,1964,6
4,4,17,1,brabham-climax,1964,6
5,5,10,0,cooper-climax,1964,6
6,6,3,0,brabham-brm,1964,6
7,7,3,0,lotus-brm,1964,6
8,8,0,0,brp,1964,6
9,9,0,0,honda,1964,6
10,10,0,0,scirocco,1964,6
11,11,0,0,porsche,1964,6
12,12,0,0,brabham-ford,1964,6
1,1,116,7,williams,1992,9
2,2,42,0,benetton,1992,9
3,3,38,2,mclaren,1992,9
4,4,13,0,ferrari,1992,9
5,5,7,0,team_lotus,1992,9
6,6,5,0,footwork,1992,9
7,7,4,0,tyrrell,1992,9
8,8,3,0,march,1992,9
9,9,3,0,ligier,1992,9
10,10,2,0,dallara,1992,9
11,11,1,0,larrousse,1992,9
12,12,0,0,minardi,1992,9
13,13,0,0,jordan,1992,9
14,14,0,0,brabham,1992,9
15,15,0,0,fondmetal,1992,9
1,1,146,8,brawn,2009,13
2,2,105.5,3,red_bull,2009,13
3,3,62,1,ferrari,2009,13
4,4,47,1,mclaren,2009,13
5,5,38.5,0,toyota,2009,13
6,6,30.5,0,williams,2009,13
7,7,20,0,bmw_sauber,2009,13
8,8,20,0,renault,2009,13
9,9,13,0,force_india,2009,13
10,10,5,0,toro_rosso,2009,13
1,1,13,1,ferrari,1977,2
2,2,9,1,wolf,1977,2
3,3,6,0,brabham,1977,2
4,4,6,0,mclaren,1977,2
5,5,6,0,fittipaldi,1977,2
6,6,4,0,team_lotus,1977,2
7,7,1,0,shadow,1977,2
8,8,1,0,ensign,1977,2
9,9,0,0,surtees,1977,2
10,10,0,0,march,1977,2
11,11,0,0,ligier,1977,2
12,12,0,0,tyrrell,1977,2
13,13,0,0,brm,1977,2
1,1,153,2,mercedes,2018,5
2,2,126,2,ferrari,2018,5
3,3,80,1,red_bull,2018,5
4,4,41,0,renault,2018,5
5,5,40,0,mclaren,2018,5
6,6,19,0,haas,2018,5
7,7,18,0,force_india,2018,5
8,8,13,0,toro_rosso,2018,5
9,9,11,0,sauber,2018,5
10,10,4,0,williams,2018,5
1,1,722,18,mercedes,2016,20
2,2,446,2,red_bull,2016,20
3,3,375,0,ferrari,2016,20
4,4,163,0,force_india,2016,20
5,5,136,0,williams,2016,20
6,6,75,0,mclaren,2016,20
7,7,63,0,toro_rosso,2016,20
8,8,29,0,haas,2016,20
9,9,8,0,renault,2016,20
10,10,2,0,sauber,2016,20
11,11,1,0,manor,2016,20
1,1,222,5,red_bull,2011,6
2,2,161,1,mclaren,2011,6
3,3,93,0,ferrari,2011,6
4,4,50,0,renault,2011,6
5,5,40,0,mercedes,2011,6
6,6,21,0,sauber,2011,6
7,7,10,0,force_india,2011,6
8,8,7,0,toro_rosso,2011,6
9,9,2,0,williams,2011,6
10,10,0,0,lotus_racing,2011,6
11,11,0,0,virgin,2011,6
12,12,0,0,hrt,2011,6
1,1,22,1,williams,2002,2
2,2,14,1,ferrari,2002,2
3,3,4,0,mclaren,2002,2
4,4,3,0,jaguar,2002,2
5,5,3,0,renault,2002,2
6,6,3,0,sauber,2002,2
7,7,2,0,minardi,2002,2
8,8,1,0,toyota,2002,2
9,9,0,0,bar,2002,2
10,10,0,0,jordan,2002,2
11,11,0,0,arrows,2002,2
1,1,18,2,matra-ford,1969,2
2,2,10,0,mclaren-ford,1969,2
3,3,6,0,lotus-ford,1969,2
4,4,2,0,brm,1969,2
5,5,1,0,brabham-ford,1969,2
6,6,0,0,brabham-repco,1969,2
7,7,0,0,ferrari,1969,2
1,1,596,13,red_bull,2013,19
2,2,360,3,mercedes,2013,19
3,3,354,2,ferrari,2013,19
4,4,315,1,lotus_f1,2013,19
5,5,122,0,mclaren,2013,19
6,6,77,0,force_india,2013,19
7,7,57,0,sauber,2013,19
8,8,33,0,toro_rosso,2013,19
9,9,5,0,williams,2013,19
10,10,0,0,marussia,2013,19
11,11,0,0,caterham,2013,19
1,1,8,1,cooper-climax,1960,1
2,2,6,0,ferrari,1960,1
3,3,3,0,cooper-maserati,1960,1
4,4,1,0,team_lotus,1960,1
5,5,0,0,brm,1960,1
6,6,0,0,behra-porsche,1960,1
7,7,0,0,maserati,1960,1
1,1,36,2,tyrrell,1973,5
2,2,35,3,team_lotus,1973,5
3,3,15,0,mclaren,1973,5
4,4,9,0,ferrari,1973,5
5,5,5,0,shadow,1973,5
6,6,5,0,brm,1973,5
7,7,4,0,brabham,1973,5
8,8,1,0,tecno,1973,5
9,9,0,0,march,1973,5
10,10,0,0,iso_marlboro,1973,5
11,11,0,0,surtees,1973,5
1,1,43,1,mercedes,2015,1
2,2,15,0,ferrari,2015,1
3,3,14,0,sauber,2015,1
4,4,12,0,williams,2015,1
5,5,8,0,red_bull,2015,1
6,6,7,0,force_india,2015,1
7,7,2,0,toro_rosso,2015,1
8,8,0,0,mclaren,2015,1
9,9,0,0,lotus_f1,2015,1
1,1,62,3,renault,2006,5
2,2,46,2,ferrari,2006,5
3,3,38,0,mclaren,2006,5
4,4,19,0,honda,2006,5
5,5,11,0,bmw_sauber,2006,5
6,6,10,0,williams,2006,5
7,7,7,0,toyota,2006,5
8,8,2,0,red_bull,2006,5
9,9,0,0,toro_rosso,2006,5
10,10,0,0,mf1,2006,5
11,11,0,0,super_aguri,2006,5
1,1,80,4,ferrari,1979,12
2,2,61,3,ligier,1979,12
3,3,58,4,williams,1979,12
4,4,37,0,team_lotus,1979,12
5,5,21,0,tyrrell,1979,12
6,6,20,1,renault,1979,12
7,7,13,0,mclaren,1979,12
8,8,5,0,arrows,1979,12
9,9,4,0,brabham-alfa_romeo,1979,12
10,10,1,0,fittipaldi,1979,12
11,11,0,0,shadow,1979,12
12,12,0,0,wolf,1979,12
13,13,0,0,ats,1979,12
14,14,0,0,ensign,1979,12
15,15,0,0,alfa,1979,12
16,16,0,0,merzario,1979,12
17,17,0,0,kauhsen,1979,12
1,1,63,6,matra-ford,1969,9
2,2,39,2,brabham-ford,1969,9
3,3,38,1,lotus-ford,1969,9
4,4,29,0,mclaren-ford,1969,9
5,5,5,0,ferrari,1969,9
6,6,2,0,brm,1969,9
7,7,0,0,cooper-maserati,1969,9
8,8,0,0,brabham-repco,1969,9
9,9,0,0,brm-ford,1969,9
10,10,0,0,brabham-climax,1969,9
1,1,120,5,ferrari,2003,12
2,2,118,4,williams,2003,12
3,3,103,2,mclaren,2003,12
4,4,66,0,renault,2003,12
5,5,15,0,bar,2003,12
6,6,14,0,toyota,2003,12
7,7,12,0,jaguar,2003,12
8,8,11,1,jordan,2003,12
9,9,9,0,sauber,2003,12
10,10,0,0,minardi,2003,12
1,1,65,5,williams,1996,5
2,2,25,0,ferrari,1996,5
3,3,18,0,benetton,1996,5
4,4,9,0,mclaren,1996,5
5,5,8,0,jordan,1996,5
6,6,3,0,tyrrell,1996,5
7,7,1,0,ligier,1996,5
8,8,1,0,footwork,1996,5
9,9,0,0,sauber,1996,5
10,10,0,0,minardi,1996,5
11,11,0,0,forti,1996,5
1,1,352,6,red_bull,2013,12
2,2,248,2,ferrari,2013,12
3,3,245,3,mercedes,2013,12
4,4,191,1,lotus_f1,2013,12
5,5,66,0,mclaren,2013,12
6,6,61,0,force_india,2013,12
7,7,31,0,toro_rosso,2013,12
8,8,17,0,sauber,2013,12
9,9,1,0,williams,2013,12
10,10,0,0,marussia,2013,12
11,11,0,0,caterham,2013,12
1,1,9,1,mclaren,1985,1
2,2,9,0,ferrari,1985,1
3,3,4,0,team_lotus,1985,1
4,4,2,0,renault,1985,1
5,5,1,0,ligier,1985,1
6,6,0,0,tyrrell,1985,1
7,7,0,0,ram,1985,1
8,8,0,0,arrows,1985,1
9,9,0,0,osella,1985,1
10,10,0,0,alfa,1985,1
11,11,0,0,minardi,1985,1
12,12,0,0,williams,1985,1
13,13,0,0,brabham,1985,1
14,14,0,0,spirit,1985,1
1,1,141,10,williams,1996,12
2,2,51,0,benetton,1996,12
3,3,38,1,ferrari,1996,12
4,4,37,0,mclaren,1996,12
5,5,15,0,jordan,1996,12
6,6,14,1,ligier,1996,12
7,7,10,0,sauber,1996,12
8,8,5,0,tyrrell,1996,12
9,9,1,0,footwork,1996,12
10,10,0,0,minardi,1996,12
11,11,0,0,forti,1996,12
1,1,102,7,williams,1986,12
2,2,72,3,mclaren,1986,12
3,3,50,2,team_lotus,1986,12
4,4,28,0,ligier,1986,12
5,5,26,0,ferrari,1986,12
6,6,8,0,benetton,1986,12
7,7,6,0,tyrrell,1986,12
8,8,5,0,lola,1986,12
9,9,2,0,brabham,1986,12
10,10,1,0,arrows,1986,12
11,11,0,0,zakspeed,1986,12
12,12,0,0,osella,1986,12
13,13,0,0,minardi,1986,12
1,1,32,2,williams,1992,2
2,2,9,0,mclaren,1992,2
3,3,7,0,benetton,1992,2
4,4,2,0,tyrrell,1992,2
5,5,2,0,team_lotus,1992,2
6,6,0,0,ligier,1992,2
7,7,0,0,footwork,1992,2
8,8,0,0,dallara,1992,2
9,9,0,0,larrousse,1992,2
10,10,0,0,jordan,1992,2
11,11,0,0,brabham,1992,2
1,1,652,13,mercedes,2019,18
2,2,466,3,ferrari,2019,18
3,3,341,2,red_bull,2019,18
4,4,111,0,mclaren,2019,18
5,5,73,0,renault,2019,18
6,6,64,0,toro_rosso,2019,18
7,7,64,0,racing_point,2019,18
8,8,35,0,alfa,2019,18
9,9,28,0,haas,2019,18
10,10,1,0,williams,2019,18
1,1,58,3,williams,1981,6
2,2,25,2,brabham,1981,6
3,3,17,1,ferrari,1981,6
4,4,11,0,ligier,1981,6
5,5,10,0,arrows,1981,6
6,6,9,0,team_lotus,1981,6
7,7,6,0,renault,1981,6
8,8,5,0,tyrrell,1981,6
9,9,4,0,ensign,1981,6
10,10,3,0,alfa,1981,6
11,11,1,0,mclaren,1981,6
12,12,1,0,theodore,1981,6
13,13,0,0,fittipaldi,1981,6
14,14,0,0,ats,1981,6
15,15,0,0,osella,1981,6
16,16,0,0,march,1981,6
17,17,0,0,toleman,1981,6
1,1,50,2,ferrari,1977,9
2,2,43,4,team_lotus,1977,9
3,3,32,2,wolf,1977,9
4,4,25,0,mclaren,1977,9
5,5,17,0,brabham,1977,9
6,6,14,0,tyrrell,1977,9
7,7,9,1,ligier,1977,9
8,8,8,0,fittipaldi,1977,9
9,9,4,0,shadow,1977,9
10,10,3,0,surtees,1977,9
11,11,1,0,ensign,1977,9
12,12,1,0,penske,1977,9
13,13,0,0,hesketh,1977,9
14,14,0,0,march,1977,9
15,15,0,0,lec,1977,9
16,16,0,0,brm,1977,9
1,1,139,8,mclaren,1991,16
2,2,125,7,williams,1991,16
3,3,55.5,0,ferrari,1991,16
4,4,38.5,1,benetton,1991,16
5,5,13,0,jordan,1991,16
6,6,12,0,tyrrell,1991,16
7,7,6,0,minardi,1991,16
8,8,5,0,dallara,1991,16
9,9,3,0,team_lotus,1991,16
10,10,3,0,brabham,1991,16
11,11,1,0,leyton,1991,16
12,12,1,0,lola,1991,16
13,13,1,0,larrousse,1991,16
14,14,0,0,ligier,1991,16
15,15,0,0,lambo,1991,16
16,16,0,0,ags,1991,16
17,17,0,0,fondmetal,1991,16
18,18,0,0,footwork,1991,16
19,19,0,0,coloni,1991,16
1,1,63,5,mclaren,1988,5
2,2,27,0,ferrari,1988,5
3,3,12,0,team_lotus,1988,5
4,4,9,0,arrows,1988,5
5,5,8,0,benetton,1988,5
6,6,3,0,tyrrell,1988,5
7,7,2,0,march,1988,5
8,8,1,0,williams,1988,5
9,9,0,0,larrousse,1988,5
10,10,0,0,coloni,1988,5
11,11,0,0,ligier,1988,5
12,12,0,0,rial,1988,5
13,13,0,0,osella,1988,5
14,14,0,0,ags,1988,5
15,15,0,0,minardi,1988,5
16,16,0,0,eurobrun,1988,5
17,17,0,0,zakspeed,1988,5
18,18,0,0,dallara,1988,5
1,1,244,14,ferrari,2004,16
2,2,105,0,bar,2004,16
3,3,96,1,renault,2004,16
4,4,64,0,williams,2004,16
5,5,58,1,mclaren,2004,16
6,6,32,0,sauber,2004,16
7,7,10,0,jaguar,2004,16
8,8,9,0,toyota,2004,16
9,9,5,0,jordan,2004,16
10,10,1,0,minardi,2004,16
1,1,565,13,mercedes,2014,16
2,2,342,3,red_bull,2014,16
3,3,216,0,williams,2014,16
4,4,188,0,ferrari,2014,16
5,5,143,0,mclaren,2014,16
6,6,123,0,force_india,2014,16
7,7,29,0,toro_rosso,2014,16
8,8,8,0,lotus_f1,2014,16
9,9,2,0,marussia,2014,16
10,10,0,0,sauber,2014,16
11,11,0,0,caterham,2014,16
1,1,80,5,tyrrell,1973,13
2,2,77,6,team_lotus,1973,13
3,3,46,2,mclaren,1973,13
4,4,18,0,brabham,1973,13
5,5,12,0,ferrari,1973,13
6,6,9,0,brm,1973,13
7,7,8,0,march,1973,13
8,8,7,0,surtees,1973,13
9,9,5,0,shadow,1973,13
10,10,1,0,iso_marlboro,1973,13
11,11,1,0,tecno,1973,13
12,12,0,0,ensign,1973,13
1,1,102,7,ferrari,2002,9
2,2,57,1,williams,2002,9
3,3,37,1,mclaren,2002,9
4,4,14,0,renault,2002,9
5,5,9,0,sauber,2002,9
6,6,6,0,jordan,2002,9
7,7,3,0,jaguar,2002,9
8,8,2,0,minardi,2002,9
9,9,2,0,toyota,2002,9
10,10,2,0,arrows,2002,9
11,11,0,0,bar,2002,9
1,1,330,6,mercedes,2017,10
2,2,275,3,ferrari,2017,10
3,3,174,1,red_bull,2017,10
4,4,95,0,force_india,2017,10
5,5,41,0,williams,2017,10
6,6,33,0,toro_rosso,2017,10
7,7,29,0,haas,2017,10
8,8,26,0,renault,2017,10
9,9,5,0,sauber,2017,10
10,10,2,0,mclaren,2017,10
1,1,42,4,mclaren,1984,5
2,2,22,1,ferrari,1984,5
3,3,21,0,renault,1984,5
4,4,16,0,team_lotus,1984,5
5,5,10,0,williams,1984,5
6,6,6,0,alfa,1984,5
7,7,3,0,arrows,1984,5
8,8,3,0,ligier,1984,5
9,9,2,0,toleman,1984,5
10,10,0,0,spirit,1984,5
11,11,0,0,ram,1984,5
12,12,0,0,brabham,1984,5
13,13,0,0,osella,1984,5
14,14,0,0,tyrrell,1984,5
15,15,0,0,ats,1984,5
1,1,111,5,ferrari,2007,10
2,2,61,0,bmw_sauber,2007,10
3,3,32,0,renault,2007,10
4,4,18,0,williams,2007,10
5,5,16,0,red_bull,2007,10
6,6,9,0,toyota,2007,10
7,7,4,0,super_aguri,2007,10
8,8,1,0,honda,2007,10
9,9,0,0,toro_rosso,2007,10
10,10,0,0,spyker,2007,10
11,E,138,5,mclaren,2007,10
1,1,14,1,mclaren,1997,1
2,2,6,0,ferrari,1997,1
3,3,3,0,benetton,1997,1
4,4,2,0,prost,1997,1
5,5,1,0,sauber,1997,1
6,6,0,0,williams,1997,1
7,7,0,0,minardi,1997,1
8,8,0,0,arrows,1997,1
1,1,54,4,mclaren,1982,10
2,2,45,2,ferrari,1982,10
3,3,36,2,brabham,1982,10
4,4,34,0,williams,1982,10
5,5,23,2,renault,1982,10
6,6,20,0,team_lotus,1982,10
7,7,11,0,ligier,1982,10
8,8,10,0,tyrrell,1982,10
9,9,5,0,alfa,1982,10
10,10,4,0,ats,1982,10
11,11,3,0,osella,1982,10
12,12,3,0,arrows,1982,10
13,13,1,0,fittipaldi,1982,10
14,14,0,0,march,1982,10
15,15,0,0,theodore,1982,10
16,16,0,0,toleman,1982,10
17,17,0,0,ensign,1982,10
1,1,126,8,williams,1992,10
2,2,49,0,benetton,1992,10
3,3,44,2,mclaren,1992,10
4,4,15,0,ferrari,1992,10
5,5,7,0,team_lotus,1992,10
6,6,5,0,footwork,1992,10
7,7,4,0,tyrrell,1992,10
8,8,4,0,ligier,1992,10
9,9,3,0,march,1992,10
10,10,2,0,dallara,1992,10
11,11,1,0,larrousse,1992,10
12,12,0,0,minardi,1992,10
13,13,0,0,jordan,1992,10
14,14,0,0,brabham,1992,10
15,15,0,0,fondmetal,1992,10
1,1,9,1,ferrari,1989,1
2,2,6,0,mclaren,1989,1
3,3,4,0,march,1989,1
4,4,4,0,benetton,1989,1
5,5,2,0,arrows,1989,1
6,6,0,0,tyrrell,1989,1
7,7,0,0,team_lotus,1989,1
8,8,0,0,ligier,1989,1
9,9,0,0,larrousse,1989,1
10,10,0,0,dallara,1989,1
11,11,0,0,rial,1989,1
12,12,0,0,williams,1989,1
13,13,0,0,zakspeed,1989,1
14,14,0,0,brabham,1989,1
15,15,0,0,minardi,1989,1
16,16,0,0,eurobrun,1989,1
17,17,0,0,coloni,1989,1
18,18,0,0,osella,1989,1
19,19,0,0,ags,1989,1
20,20,0,0,onyx,1989,1
1,1,13,1,williams,1980,2
2,2,9,1,renault,1980,2
3,3,6,0,brabham,1980,2
4,4,6,0,team_lotus,1980,2
5,5,4,0,fittipaldi,1980,2
6,6,3,0,tyrrell,1980,2
7,7,3,0,ligier,1980,2
8,8,3,0,mclaren,1980,2
9,9,2,0,alfa,1980,2
10,10,1,0,arrows,1980,2
11,11,0,0,ats,1980,2
12,12,0,0,ferrari,1980,2
13,13,0,0,ensign,1980,2
14,14,0,0,shadow,1980,2
15,15,0,0,osella,1980,2
1,1,86,6,mclaren,1985,14
2,2,77,2,ferrari,1985,14
3,3,71,3,team_lotus,1985,14
4,4,47,2,williams,1985,14
5,5,26,1,brabham,1985,14
6,6,16,0,renault,1985,14
7,7,13,0,ligier,1985,14
8,8,10,0,arrows,1985,14
9,9,4,0,tyrrell,1985,14
10,10,0,0,alfa,1985,14
11,11,0,0,osella,1985,14
12,12,0,0,ram,1985,14
13,13,0,0,minardi,1985,14
14,14,0,0,zakspeed,1985,14
15,15,0,0,toleman,1985,14
16,16,0,0,spirit,1985,14
17,17,0,0,lola,1985,14
1,1,55,3,williams,1993,6
2,2,44,3,mclaren,1993,6
3,3,19,0,benetton,1993,6
4,4,11,0,ligier,1993,6
5,5,7,0,team_lotus,1993,6
6,6,7,0,minardi,1993,6
7,7,6,0,ferrari,1993,6
8,8,5,0,sauber,1993,6
9,9,2,0,larrousse,1993,6
10,10,0,0,footwork,1993,6
11,11,0,0,lola,1993,6
12,12,0,0,jordan,1993,6
13,13,0,0,tyrrell,1993,6
1,1,122,9,benetton,1995,14
2,2,98,4,williams,1995,14
3,3,68,1,ferrari,1995,14
4,4,21,0,mclaren,1995,14
5,5,18,0,jordan,1995,14
6,6,18,0,sauber,1995,14
7,7,16,0,ligier,1995,14
8,8,2,0,tyrrell,1995,14
9,9,1,0,footwork,1995,14
10,10,0,0,minardi,1995,14
11,11,0,0,pacific,1995,14
12,12,0,0,forti,1995,14
13,13,0,0,simtek,1995,14
1,1,54,6,lotus-climax,1965,9
2,2,45,3,brm,1965,9
3,3,26,0,ferrari,1965,9
4,4,24,0,brabham-climax,1965,9
5,5,14,0,cooper-climax,1965,9
6,6,2,0,brabham-brm,1965,9
7,7,2,0,honda,1965,9
8,8,1,0,lotus-brm,1965,9
9,9,0,0,brabham-ford,1965,9
10,10,0,0,alfa,1965,9
11,11,0,0,lds-alfa_romeo,1965,9
12,12,0,0,cooper-ford,1965,9
13,13,0,0,lds-climax,1965,9
14,14,0,0,lotus-ford,1965,9
15,15,0,0,re,1965,9
16,16,0,0,cooper-maserati,1965,9
1,1,350,6,red_bull,2010,14
2,2,347,5,mclaren,2010,14
3,3,290,3,ferrari,2010,14
4,4,158,0,mercedes,2010,14
5,5,127,0,renault,2010,14
6,6,58,0,force_india,2010,14
7,7,47,0,williams,2010,14
8,8,27,0,sauber,2010,14
9,9,10,0,toro_rosso,2010,14
10,10,0,0,lotus_racing,2010,14
11,11,0,0,hrt,2010,14
